1560326156288,D7:85:88:F5:88:4C,-65
1560326156849,C1:AC:89:13:6B:C2,-87
1560326156887,D7:85:88:F5:88:4C,-61
1560326156894,C1:AC:89:13:6B:C2,-85
1560326157095,D7:85:88:F5:88:4C,-52
1560326157891,D7:85:88:F5:88:4C,-61
1560326158493,C1:AC:89:13:6B:C2,-82
1560326158704,D7:85:88:F5:88:4C,-55
1560326159297,C1:AC:89:13:6B:C2,-84
1560326160636,C1:AC:89:13:6B:C2,-85
1560326160882,C1:AC:89:13:6B:C2,-84
1560326162484,C1:AC:89:13:6B:C2,-87
1560326162531,C1:AC:89:13:6B:C2,-89
1560326162589,D7:85:88:F5:88:4C,-61
1560326162697,D7:85:88:F5:88:4C,-60
1560326163284,C1:AC:89:13:6B:C2,-87
1560326163479,D7:85:88:F5:88:4C,-62
1560326163492,C1:AC:89:13:6B:C2,-86
1560326163533,D7:85:88:F5:88:4C,-62
1560326164275,D7:85:88:F5:88:4C,-61
1560326164484,D7:85:88:F5:88:4C,-59
1560326164892,C1:AC:89:13:6B:C2,-87
1560326165086,D7:85:88:F5:88:4C,-55
1560326165398,C1:AC:89:13:6B:C2,-91
1560326165434,D7:85:88:F5:88:4C,-64
1560326165888,D7:85:88:F5:88:4C,-64
1560326166388,D7:85:88:F5:88:4C,-69
1560326166680,D7:85:88:F5:88:4C,-49
1560326167280,C1:AC:89:13:6B:C2,-90
1560326167335,C1:AC:89:13:6B:C2,-86
1560326167339,D7:85:88:F5:88:4C,-48
1560326168283,D7:85:88:F5:88:4C,-40
1560326168316,D7:85:88:F5:88:4C,-41
1560326169075,D7:85:88:F5:88:4C,-47
1560326169166,C1:AC:89:13:6B:C2,-91
1560326169223,D7:85:88:F5:88:4C,-48
1560326169692,C1:AC:89:13:6B:C2,-89
1560326169875,D7:85:88:F5:88:4C,-49
1560326170142,C1:AC:89:13:6B:C2,-88
1560326170172,D7:85:88:F5:88:4C,-56
1560326170493,C1:AC:89:13:6B:C2,-83
1560326170666,D7:85:88:F5:88:4C,-46
1560326171097,C1:AC:89:13:6B:C2,-87
1560326172092,C1:AC:89:13:6B:C2,-88
1560326172281,D7:85:88:F5:88:4C,-63
1560326172891,C1:AC:89:13:6B:C2,-87
1560326172997,C1:AC:89:13:6B:C2,-93
1560326173036,D7:85:88:F5:88:4C,-61
1560326173080,D7:85:88:F5:88:4C,-72
1560326173701,C1:AC:89:13:6B:C2,-88
1560326173869,D7:85:88:F5:88:4C,-55
1560326173949,C1:AC:89:13:6B:C2,-90
1560326173972,D7:85:88:F5:88:4C,-55
1560326174501,C1:AC:89:13:6B:C2,-88
1560326174934,D7:85:88:F5:88:4C,-54
1560326175479,D7:85:88:F5:88:4C,-51
1560326176791,C1:AC:89:13:6B:C2,-93
1560326176823,D7:85:88:F5:88:4C,-53
1560326177064,D7:85:88:F5:88:4C,-58
1560326177771,D7:85:88:F5:88:4C,-54
1560326177868,D7:85:88:F5:88:4C,-54
1560326178676,D7:85:88:F5:88:4C,-56
1560326178725,D7:85:88:F5:88:4C,-56
1560326179290,C1:AC:89:13:6B:C2,-88
1560326179470,D7:85:88:F5:88:4C,-49
1560326180092,C1:AC:89:13:6B:C2,-88
1560326180626,D7:85:88:F5:88:4C,-64
1560326181542,C1:AC:89:13:6B:C2,-91
1560326181582,D7:85:88:F5:88:4C,-76
1560326181689,C1:AC:89:13:6B:C2,-84
1560326181876,D7:85:88:F5:88:4C,-53
1560326182486,C1:AC:89:13:6B:C2,-86
1560326182522,D7:85:88:F5:88:4C,-55
1560326182631,C2:9B:38:AF:12:75,-87
1560326182669,D7:85:88:F5:88:4C,-61
1560326183283,C1:AC:89:13:6B:C2,-77
1560326183507,D7:85:88:F5:88:4C,-57
1560326184077,C1:AC:89:13:6B:C2,-79
1560326184322,C2:9B:38:AF:12:75,-90
1560326184374,C1:AC:89:13:6B:C2,-78
1560326184426,D7:85:88:F5:88:4C,-54
1560326184528,C2:9B:38:AF:12:75,-89
1560326184871,C1:AC:89:13:6B:C2,-77
1560326185063,D7:85:88:F5:88:4C,-59
1560326185332,C1:AC:89:13:6B:C2,-81
1560326185361,D7:85:88:F5:88:4C,-57
1560326186293,C1:AC:89:13:6B:C2,-75
1560326186728,C2:9B:38:AF:12:75,-85
1560326187243,C1:AC:89:13:6B:C2,-88
1560326187265,D7:85:88:F5:88:4C,-75
1560326187289,C1:AC:89:13:6B:C2,-82
1560326187468,D7:85:88:F5:88:4C,-67
1560326187533,C2:9B:38:AF:12:75,-97
1560326188083,C1:AC:89:13:6B:C2,-97
1560326188222,D7:85:88:F5:88:4C,-62
1560326188266,D7:85:88:F5:88:4C,-63
1560326188325,C2:9B:38:AF:12:75,-97
1560326188894,C1:AC:89:13:6B:C2,-86
1560326189059,D7:85:88:F5:88:4C,-63
1560326189124,C2:9B:38:AF:12:75,-89
1560326189273,C2:9B:38:AF:12:75,-89
1560326189699,C1:AC:89:13:6B:C2,-82
1560326190088,C1:AC:89:13:6B:C2,-84
1560326190485,C1:AC:89:13:6B:C2,-89
1560326191032,C1:AC:89:13:6B:C2,-82
1560326191063,D7:85:88:F5:88:4C,-65
1560326191285,C1:AC:89:13:6B:C2,-79
1560326191459,D7:85:88:F5:88:4C,-76
1560326191524,C2:9B:38:AF:12:75,-86
1560326191985,C1:AC:89:13:6B:C2,-84
1560326192005,D7:85:88:F5:88:4C,-67
1560326192120,C2:9B:38:AF:12:75,-92
1560326192252,D7:85:88:F5:88:4C,-67
1560326192886,C1:AC:89:13:6B:C2,-70
1560326192928,C1:AC:89:13:6B:C2,-71
1560326193055,D7:85:88:F5:88:4C,-56
1560326193686,C1:AC:89:13:6B:C2,-86
1560326193853,D7:85:88:F5:88:4C,-63
1560326193895,C1:AC:89:13:6B:C2,-83
1560326193903,D7:85:88:F5:88:4C,-62
1560326193927,C2:9B:38:AF:12:75,-86
1560326194491,C1:AC:89:13:6B:C2,-93
1560326194649,D7:85:88:F5:88:4C,-73
1560326194728,C2:9B:38:AF:12:75,-86
1560326194842,C1:AC:89:13:6B:C2,-88
1560326194867,D7:85:88:F5:88:4C,-65
1560326195804,C1:AC:89:13:6B:C2,-78
1560326196098,C1:AC:89:13:6B:C2,-70
1560326196747,C1:AC:89:13:6B:C2,-77
1560326196768,D7:85:88:F5:88:4C,-59
1560326196859,C2:9B:38:AF:12:75,-85
1560326197055,D7:85:88:F5:88:4C,-61
1560326197264,EB:78:55:87:E9:E5,-95
1560326197687,C1:AC:89:13:6B:C2,-79
1560326197859,D7:85:88:F5:88:4C,-82
1560326197963,C2:9B:38:AF:12:75,-89
1560326198052,EB:78:55:87:E9:E5,-96
1560326198633,C1:AC:89:13:6B:C2,-74
1560326198654,D7:85:88:F5:88:4C,-68
1560326198689,D7:85:88:F5:88:4C,-72
1560326198769,C2:9B:38:AF:12:75,-86
1560326199280,C1:AC:89:13:6B:C2,-82
1560326199580,C1:AC:89:13:6B:C2,-83
1560326199606,D7:85:88:F5:88:4C,-70
1560326200084,C1:AC:89:13:6B:C2,-79
1560326200537,C1:AC:89:13:6B:C2,-84
1560326200889,C1:AC:89:13:6B:C2,-86
1560326201041,D7:85:88:F5:88:4C,-59
1560326201121,C2:9B:38:AF:12:75,-90
1560326201486,C1:AC:89:13:6B:C2,-81
1560326201511,D7:85:88:F5:88:4C,-65
1560326201626,C2:9B:38:AF:12:75,-93
1560326202437,C1:AC:89:13:6B:C2,-82
1560326202455,D7:85:88:F5:88:4C,-66
1560326202489,C1:AC:89:13:6B:C2,-84
1560326202655,D7:85:88:F5:88:4C,-60
1560326203278,C1:AC:89:13:6B:C2,-81
1560326203380,C1:AC:89:13:6B:C2,-76
1560326203451,D7:85:88:F5:88:4C,-64
1560326203552,C2:9B:38:AF:12:75,-84
1560326204087,C1:AC:89:13:6B:C2,-84
1560326204247,D7:85:88:F5:88:4C,-70
1560326204308,C2:9B:38:AF:12:75,-88
1560326204345,D7:85:88:F5:88:4C,-61
1560326204453,C2:9B:38:AF:12:75,-85
1560326204885,C1:AC:89:13:6B:C2,-81
1560326205100,C2:9B:38:AF:12:75,-92
1560326205682,C1:AC:89:13:6B:C2,-68
1560326205906,C2:9B:38:AF:12:75,-92
1560326206233,C1:AC:89:13:6B:C2,-71
1560326206644,D7:85:88:F5:88:4C,-65
1560326207194,C1:AC:89:13:6B:C2,-72
1560326207197,D7:85:88:F5:88:4C,-67
1560326207293,C1:AC:89:13:6B:C2,-72
1560326207308,C2:9B:38:AF:12:75,-92
1560326207510,C2:9B:38:AF:12:75,-91
1560326208244,D7:85:88:F5:88:4C,-62
1560326208307,C2:9B:38:AF:12:75,-85
1560326209689,C1:AC:89:13:6B:C2,-78
1560326209839,D7:85:88:F5:88:4C,-61
1560326210044,D7:85:88:F5:88:4C,-61
1560326210161,C2:9B:38:AF:12:75,-88
1560326210992,C1:AC:89:13:6B:C2,-78
1560326211002,D7:85:88:F5:88:4C,-62
1560326211114,C2:9B:38:AF:12:75,-89
1560326211942,C1:AC:89:13:6B:C2,-71
1560326212092,C1:AC:89:13:6B:C2,-73
1560326212888,C1:AC:89:13:6B:C2,-82
1560326212892,D7:85:88:F5:88:4C,-68
1560326213048,D7:85:88:F5:88:4C,-67
1560326213688,C1:AC:89:13:6B:C2,-68
1560326213838,D7:85:88:F5:88:4C,-76
1560326213883,D7:85:88:F5:88:4C,-77
1560326213910,C2:9B:38:AF:12:75,-92
1560326214703,C2:9B:38:AF:12:75,-87
1560326214779,C1:AC:89:13:6B:C2,-79
1560326215278,C1:AC:89:13:6B:C2,-65
1560326215431,D7:85:88:F5:88:4C,-85
1560326215503,C2:9B:38:AF:12:75,-82
1560326215633,EB:78:55:87:E9:E5,-96
1560326215732,D7:85:88:F5:88:4C,-89
1560326215749,C1:AC:89:13:6B:C2,-80
1560326216084,C1:AC:89:13:6B:C2,-66
1560326216088,EB:78:55:87:E9:E5,-89
1560326216234,D7:85:88:F5:88:4C,-73
1560326216303,C2:9B:38:AF:12:75,-87
1560326216437,EB:78:55:87:E9:E5,-92
1560326216906,C1:AC:89:13:6B:C2,-67
1560326217102,C2:9B:38:AF:12:75,-92
1560326217243,EB:78:55:87:E9:E5,-90
1560326217633,D7:85:88:F5:88:4C,-73
1560326217652,C1:AC:89:13:6B:C2,-60
1560326217690,C1:AC:89:13:6B:C2,-67
1560326217754,C2:9B:38:AF:12:75,-86
1560326218034,EB:78:55:87:E9:E5,-90
1560326219642,EB:78:55:87:E9:E5,-87
1560326219644,C2:9B:38:AF:12:75,-94
1560326219892,EB:78:55:87:E9:E5,-81
1560326220082,C1:AC:89:13:6B:C2,-46
1560326220434,EB:78:55:87:E9:E5,-89
1560326220484,D7:85:88:F5:88:4C,-90
1560326220488,C1:AC:89:13:6B:C2,-45
1560326220598,C2:9B:38:AF:12:75,-89
1560326220839,EB:78:55:87:E9:E5,-95
1560326220885,C1:AC:89:13:6B:C2,-51
1560326221037,D7:85:88:F5:88:4C,-85
1560326221100,C2:9B:38:AF:12:75,-74
1560326221427,C1:AC:89:13:6B:C2,-47
1560326221540,C2:9B:38:AF:12:75,-79
1560326221685,C1:AC:89:13:6B:C2,-49
1560326221832,D7:85:88:F5:88:4C,-85
1560326221895,C2:9B:38:AF:12:75,-72
1560326222031,EB:78:55:87:E9:E5,-86
1560326222380,D7:85:88:F5:88:4C,-91
1560326222397,C1:AC:89:13:6B:C2,-47
1560326222492,C1:AC:89:13:6B:C2,-50
1560326222707,C2:9B:38:AF:12:75,-74
1560326224634,EB:78:55:87:E9:E5,-87
1560326224896,C1:AC:89:13:6B:C2,-51
1560326225033,D7:85:88:F5:88:4C,-95
1560326225103,C2:9B:38:AF:12:75,-87
1560326225345,C2:9B:38:AF:12:75,-87
1560326225599,EB:78:55:87:E9:E5,-87
1560326226201,C1:AC:89:13:6B:C2,-54
1560326226298,C2:9B:38:AF:12:75,-93
1560326226492,C1:AC:89:13:6B:C2,-53
1560326226543,EB:78:55:87:E9:E5,-95
1560326226696,C2:9B:38:AF:12:75,-91
1560326227142,C1:AC:89:13:6B:C2,-60
1560326227489,EB:78:55:87:E9:E5,-82
1560326227493,C2:9B:38:AF:12:75,-78
1560326228087,C1:AC:89:13:6B:C2,-63
1560326228126,C1:AC:89:13:6B:C2,-66
1560326228460,EB:78:55:87:E9:E5,-85
1560326228877,C1:AC:89:13:6B:C2,-67
1560326229087,C2:9B:38:AF:12:75,-81
1560326229374,EB:78:55:87:E9:E5,-84
1560326229689,C1:AC:89:13:6B:C2,-64
1560326229983,C1:AC:89:13:6B:C2,-64
1560326230016,EB:78:55:87:E9:E5,-67
1560326230089,C2:9B:38:AF:12:75,-73
1560326230320,EB:78:55:87:E9:E5,-68
1560326230488,C1:AC:89:13:6B:C2,-66
1560326230693,C2:9B:38:AF:12:75,-78
1560326230819,EB:78:55:87:E9:E5,-65
1560326230937,C1:AC:89:13:6B:C2,-72
1560326231044,C2:9B:38:AF:12:75,-82
1560326231269,EB:78:55:87:E9:E5,-68
1560326231287,C1:AC:89:13:6B:C2,-72
1560326231492,C2:9B:38:AF:12:75,-74
1560326231628,EB:78:55:87:E9:E5,-65
1560326231888,C1:AC:89:13:6B:C2,-84
1560326231991,C2:9B:38:AF:12:75,-69
1560326232089,C1:AC:89:13:6B:C2,-71
1560326232292,C2:9B:38:AF:12:75,-72
1560326232839,C1:AC:89:13:6B:C2,-69
1560326232886,C1:AC:89:13:6B:C2,-70
1560326233172,EB:78:55:87:E9:E5,-70
1560326233224,EB:78:55:87:E9:E5,-70
1560326233686,C1:AC:89:13:6B:C2,-75
1560326233792,C1:AC:89:13:6B:C2,-75
1560326233883,C2:9B:38:AF:12:75,-78
1560326233929,C2:9B:38:AF:12:75,-78
1560326234123,EB:78:55:87:E9:E5,-66
1560326234494,C1:AC:89:13:6B:C2,-68
1560326234693,C2:9B:38:AF:12:75,-79
1560326234839,C2:9B:38:AF:12:75,-79
1560326235080,EB:78:55:87:E9:E5,-69
1560326235301,C1:AC:89:13:6B:C2,-68
1560326235621,EB:78:55:87:E9:E5,-65
1560326235787,C2:9B:38:AF:12:75,-81
1560326236081,C1:AC:89:13:6B:C2,-68
1560326236280,C2:9B:38:AF:12:75,-82
1560326236422,EB:78:55:87:E9:E5,-66
1560326236639,C1:AC:89:13:6B:C2,-70
1560326236727,C2:9B:38:AF:12:75,-84
1560326236970,EB:78:55:87:E9:E5,-82
1560326237081,C2:9B:38:AF:12:75,-83
1560326237222,EB:78:55:87:E9:E5,-70
1560326237592,C1:AC:89:13:6B:C2,-80
1560326237685,C2:9B:38:AF:12:75,-71
1560326237926,EB:78:55:87:E9:E5,-65
1560326238024,EB:78:55:87:E9:E5,-82
1560326239284,C1:AC:89:13:6B:C2,-83
1560326239480,C1:AC:89:13:6B:C2,-80
1560326240090,C1:AC:89:13:6B:C2,-87
1560326240291,C2:9B:38:AF:12:75,-81
1560326240538,C2:9B:38:AF:12:75,-86
1560326240770,EB:78:55:87:E9:E5,-54
1560326240887,C1:AC:89:13:6B:C2,-78
1560326241082,C2:9B:38:AF:12:75,-80
1560326241479,C2:9B:38:AF:12:75,-86
1560326241721,EB:78:55:87:E9:E5,-48
1560326242333,C1:AC:89:13:6B:C2,-73
1560326242817,EB:78:55:87:E9:E5,-52
1560326243372,C2:9B:38:AF:12:75,-86
1560326243474,C2:9B:38:AF:12:75,-85
1560326243616,EB:78:55:87:E9:E5,-51
1560326243651,EB:78:55:87:E9:E5,-52
1560326244073,C1:AC:89:13:6B:C2,-80
1560326244227,C1:AC:89:13:6B:C2,-86
1560326244319,C2:9B:38:AF:12:75,-90
1560326244410,EB:78:55:87:E9:E5,-62
1560326244564,EB:78:55:87:E9:E5,-66
1560326245170,C1:AC:89:13:6B:C2,-81
1560326245204,EB:78:55:87:E9:E5,-60
1560326245279,C2:9B:38:AF:12:75,-93
1560326245511,EB:78:55:87:E9:E5,-56
1560326245690,C1:AC:89:13:6B:C2,-82
1560326246461,EB:78:55:87:E9:E5,-75
1560326246683,C2:9B:38:AF:12:75,-90
1560326247188,C2:9B:38:AF:12:75,-94
1560326247411,EB:78:55:87:E9:E5,-68
1560326247620,EB:78:55:87:E9:E5,-65
1560326248370,EB:78:55:87:E9:E5,-70
1560326248905,C1:AC:89:13:6B:C2,-89
1560326249006,C1:AC:89:13:6B:C2,-90
1560326249208,EB:78:55:87:E9:E5,-61
1560326249698,C1:AC:89:13:6B:C2,-89
1560326249871,C2:9B:38:AF:12:75,-94
1560326250017,EB:78:55:87:E9:E5,-66
1560326250022,C2:9B:38:AF:12:75,-96
1560326250263,EB:78:55:87:E9:E5,-63
1560326250809,EB:78:55:87:E9:E5,-60
1560326250967,C2:9B:38:AF:12:75,-97
1560326251210,EB:78:55:87:E9:E5,-60
1560326251293,C1:AC:89:13:6B:C2,-86
1560326251614,EB:78:55:87:E9:E5,-70
1560326251833,C1:AC:89:13:6B:C2,-91
1560326252156,EB:78:55:87:E9:E5,-67
1560326253105,EB:78:55:87:E9:E5,-50
1560326253867,C2:9B:38:AF:12:75,-86
1560326254008,EB:78:55:87:E9:E5,-55
1560326254050,EB:78:55:87:E9:E5,-55
1560326254800,EB:78:55:87:E9:E5,-56
1560326255000,EB:78:55:87:E9:E5,-60
1560326255604,EB:78:55:87:E9:E5,-66
1560326255640,C1:AC:89:13:6B:C2,-82
1560326255954,EB:78:55:87:E9:E5,-71
1560326256095,C1:AC:89:13:6B:C2,-78
1560326257542,C1:AC:89:13:6B:C2,-79
1560326258009,EB:78:55:87:E9:E5,-73
1560326258526,C1:AC:89:13:6B:C2,-74
1560326258804,EB:78:55:87:E9:E5,-85
1560326259283,C1:AC:89:13:6B:C2,-88
1560326259429,C1:AC:89:13:6B:C2,-76
1560326259593,EB:78:55:87:E9:E5,-83
1560326259752,EB:78:55:87:E9:E5,-79
1560326260696,EB:78:55:87:E9:E5,-83
1560326261323,C1:AC:89:13:6B:C2,-90
1560326261646,EB:78:55:87:E9:E5,-92
1560326261998,EB:78:55:87:E9:E5,-96
1560326262805,EB:78:55:87:E9:E5,-82
1560326263250,C1:AC:89:13:6B:C2,-91
1560326263285,C1:AC:89:13:6B:C2,-91
1560326264081,C1:AC:89:13:6B:C2,-88
1560326264400,EB:78:55:87:E9:E5,-84
1560326264494,EB:78:55:87:E9:E5,-83
1560326265141,C1:AC:89:13:6B:C2,-82
1560326265205,EB:78:55:87:E9:E5,-87
1560326265469,EB:78:55:87:E9:E5,-86
1560326267276,C1:AC:89:13:6B:C2,-85
1560326267979,C1:AC:89:13:6B:C2,-83
1560326268084,C1:AC:89:13:6B:C2,-83
1560326268876,C1:AC:89:13:6B:C2,-89
1560326268927,C1:AC:89:13:6B:C2,-89
1560326269194,EB:78:55:87:E9:E5,-77
1560326269239,EB:78:55:87:E9:E5,-78
1560326269682,C1:AC:89:13:6B:C2,-84
1560326269893,C1:AC:89:13:6B:C2,-88
1560326269960,C2:9B:38:AF:12:75,-96
1560326269991,EB:78:55:87:E9:E5,-80
1560326270196,EB:78:55:87:E9:E5,-81
1560326272397,EB:78:55:87:E9:E5,-82
1560326272741,C1:AC:89:13:6B:C2,-79
1560326272802,C2:9B:38:AF:12:75,-94
1560326273196,EB:78:55:87:E9:E5,-86
1560326273690,C1:AC:89:13:6B:C2,-92
1560326273729,C1:AC:89:13:6B:C2,-89
1560326273988,EB:78:55:87:E9:E5,-90
1560326274028,EB:78:55:87:E9:E5,-87
1560326274625,D7:85:88:F5:88:4C,-94
1560326274787,EB:78:55:87:E9:E5,-89
1560326274938,EB:78:55:87:E9:E5,-92
1560326277180,EB:78:55:87:E9:E5,-86
1560326277682,C1:AC:89:13:6B:C2,-92
1560326277989,EB:78:55:87:E9:E5,-89
1560326278742,EB:78:55:87:E9:E5,-92
1560326282187,D7:85:88:F5:88:4C,-89
1560326282529,EB:78:55:87:E9:E5,-93
1560326282584,D7:85:88:F5:88:4C,-91
1560326282778,EB:78:55:87:E9:E5,-89
1560326283126,D7:85:88:F5:88:4C,-92
1560326283380,D7:85:88:F5:88:4C,-92
1560326283481,EB:78:55:87:E9:E5,-90
1560326283584,EB:78:55:87:E9:E5,-91
1560326284379,EB:78:55:87:E9:E5,-91
1560326284428,EB:78:55:87:E9:E5,-91
1560326285027,D7:85:88:F5:88:4C,-94
1560326288229,EB:78:55:87:E9:E5,-92
1560326289216,EB:78:55:87:E9:E5,-94
1560326291568,EB:78:55:87:E9:E5,-87
1560326293172,EB:78:55:87:E9:E5,-88
1560326293574,D7:85:88:F5:88:4C,-81
1560326293774,D7:85:88:F5:88:4C,-81
1560326294528,D7:85:88:F5:88:4C,-81
1560326294573,D7:85:88:F5:88:4C,-81
1560326296170,D7:85:88:F5:88:4C,-78
1560326296372,EB:78:55:87:E9:E5,-92
1560326296422,D7:85:88:F5:88:4C,-76
1560326296971,D7:85:88:F5:88:4C,-89
1560326297168,EB:78:55:87:E9:E5,-90
1560326297369,D7:85:88:F5:88:4C,-79
1560326298314,D7:85:88:F5:88:4C,-80
1560326298570,D7:85:88:F5:88:4C,-85
1560326298671,EB:78:55:87:E9:E5,-97
1560326298769,EB:78:55:87:E9:E5,-94
1560326299264,D7:85:88:F5:88:4C,-83
1560326299365,D7:85:88:F5:88:4C,-84
1560326299566,EB:78:55:87:E9:E5,-95
1560326299673,EB:78:55:87:E9:E5,-92
1560326300210,D7:85:88:F5:88:4C,-83
1560326301171,EB:78:55:87:E9:E5,-92
1560326301176,D7:85:88:F5:88:4C,-89
1560326302478,EB:78:55:87:E9:E5,-91
1560326302772,EB:78:55:87:E9:E5,-92
1560326303418,EB:78:55:87:E9:E5,-93
1560326303563,EB:78:55:87:E9:E5,-92
1560326305159,EB:78:55:87:E9:E5,-93
1560326305302,EB:78:55:87:E9:E5,-91
1560326305691,C1:AC:89:13:6B:C2,-91
1560326305903,D7:85:88:F5:88:4C,-81
1560326305954,EB:78:55:87:E9:E5,-89
1560326305981,C1:AC:89:13:6B:C2,-94
1560326307356,D7:85:88:F5:88:4C,-86
1560326307565,EB:78:55:87:E9:E5,-90
1560326307801,D7:85:88:F5:88:4C,-77
1560326308764,D7:85:88:F5:88:4C,-79
1560326308979,D7:85:88:F5:88:4C,-80
1560326309117,EB:78:55:87:E9:E5,-98
1560326309163,EB:78:55:87:E9:E5,-96
1560326309723,D7:85:88:F5:88:4C,-88
1560326309758,D7:85:88:F5:88:4C,-88
1560326309788,C1:AC:89:13:6B:C2,-95
1560326310558,D7:85:88:F5:88:4C,-80
1560326310660,D7:85:88:F5:88:4C,-82
