time,lat,lon,C1:AC:89:13:6B:C2,C2:9B:38:AF:12:75,D7:85:88:F5:88:4C,EB:78:55:87:E9:E5
1560326312000.0,54.72995597061037,25.262800115426913,-95.0,0.0,-88.0,-95.0
1560326313000.0,54.7299557003068,25.26281981877739,0.0,0.0,-82.0,-90.5
1560326314000.0,54.72995543000324,25.26283952212787,0.0,0.0,-89.0,-91.5
1560326315000.0,54.72995515969967,25.262859225478348,-93.0,0.0,0.0,-89.0
1560326316000.0,54.729954889396105,25.262878928828822,-93.0,0.0,0.0,-89.0
1560326317000.0,54.72995461909254,25.2628986321793,-93.0,0.0,0.0,0.0
1560326318000.0,54.72995434878897,25.26291833552978,-92.0,0.0,0.0,-83.0
1560326319000.0,54.729954078485406,25.262938038880257,-76.0,0.0,-92.0,-78.0
1560326320000.0,54.72995380818184,25.262957742230732,-78.0,0.0,-92.0,-78.0
1560326321000.0,54.72995353787827,25.26297744558121,-76.0,-95.0,-92.0,-77.5
1560326322000.0,54.72995326757471,25.26299714893169,-77.5,-95.0,0.0,-75.5
1560326323000.0,54.72995299727114,25.263016852282167,-79.0,-95.0,0.0,-77.0
1560326324000.0,54.729952726967575,25.26303655563264,-83.0,-95.0,0.0,-77.0
1560326325000.0,54.72995245666401,25.26305625898312,-85.0,-95.0,0.0,-78.5
1560326326000.0,54.72995218636044,25.2630759623336,-84.5,-95.0,0.0,-67.5
1560326327000.0,54.729951916056876,25.263095665684077,-85.0,-95.0,0.0,-66.0
1560326328000.0,54.72995144703623,25.26309913530291,-83.5,-91.0,0.0,-62.0
1560326329000.0,54.72995093644599,25.263099208989967,-85.0,-86.0,0.0,-59.0
1560326330000.0,54.72995042585575,25.26309928267703,-85.0,-86.0,0.0,-57.0
1560326331000.0,54.7299499152655,25.263099356364087,-86.0,-87.5,0.0,-53.0
1560326332000.0,54.7299455683053,25.26309932489203,-88.0,-89.0,0.0,-56.0
1560326333000.0,54.729931208004,25.263099018943276,-84.0,-88.0,-96.0,-53.0
1560326334000.0,54.7299168477027,25.26309871299452,-85.0,-83.5,-96.0,-50.0
1560326335000.0,54.7299024874014,25.263098407045767,-84.0,-90.0,-96.0,-50.0
1560326336000.0,54.7298881271001,25.263098101097015,-87.0,-90.0,0.0,-56.0
1560326337000.0,54.7298737667988,25.263097795148262,-86.0,-90.5,0.0,-64.5
1560326338000.0,54.729859406497496,25.26309748919951,-83.5,-83.0,0.0,-68.5
1560326339000.0,54.729845046196196,25.263097183250757,-77.0,-81.5,0.0,-68.5
1560326340000.0,54.72983944474605,25.2630971931893,-72.5,-81.5,0.0,-72.0
1560326341000.0,54.72983953799451,25.263097408506713,-68.0,-79.0,0.0,-79.5
1560326342000.0,54.72983963124296,25.263097623824127,-65.5,-79.5,-84.0,-81.0
1560326343000.0,54.72983972449141,25.26309783914154,-64.0,-78.5,-86.5,-79.0
1560326344000.0,54.72983981773987,25.26309805445895,-70.0,-81.0,-87.5,-75.0
1560326345000.0,54.729839910988325,25.263098269776364,-72.0,-79.0,-88.5,-71.5
1560326346000.0,54.72984000423678,25.263098485093778,-72.0,-73.5,-89.5,-71.0
1560326347000.0,54.72984009748524,25.26309870041119,-72.0,-73.5,-91.0,-70.0
1560326348000.0,54.72984019073369,25.263098915728605,-83.0,-75.0,-91.0,-69.5
1560326349000.0,54.72984028398214,25.26309913104602,-85.0,-77.0,-91.5,-68.5
1560326350000.0,54.7298403772306,25.26309934636343,-85.0,-76.0,-92.0,-70.0
1560326351000.0,54.729840470479054,25.263099561680843,-85.0,-76.5,0.0,-68.0
1560326352000.0,54.729840642155075,25.263102564669154,-78.5,-76.5,0.0,-72.5
1560326353000.0,54.72984126176301,25.263121489187224,-73.0,-81.5,0.0,-69.0
1560326354000.0,54.72984188137096,25.263140413705298,-69.0,-86.0,0.0,-80.5
1560326355000.0,54.729842500978904,25.263159338223367,-71.5,-70.0,0.0,-76.0
1560326356000.0,54.72984312058684,25.263178262741437,-74.0,-70.0,0.0,-82.5
1560326357000.0,54.72984374019479,25.263197187259507,-78.0,-69.5,0.0,-85.0
1560326358000.0,54.729844359802726,25.26321611177758,-78.0,-64.0,0.0,-80.0
1560326359000.0,54.7298449106958,25.263229791418127,-78.0,-55.0,0.0,-81.0
1560326360000.0,54.729845280431505,25.2632296436543,-76.5,-53.0,0.0,-80.5
1560326361000.0,54.7298456501672,25.26322949589047,-79.0,-64.0,0.0,-91.0
1560326362000.0,54.7298460199029,25.263229348126643,-81.0,-78.0,0.0,-92.0
1560326363000.0,54.7298463896386,25.263229200362815,-82.0,-71.0,0.0,-92.5
1560326364000.0,54.7298467593743,25.263229052598987,-82.0,-55.5,0.0,-93.5
1560326365000.0,54.72984712911,25.26322890483516,-82.0,-53.0,0.0,-88.0
1560326366000.0,54.72984697700207,25.263238614559697,-79.5,-53.5,0.0,-86.0
1560326367000.0,54.72984623168728,25.263259529805197,-83.0,-53.5,0.0,-80.0
1560326368000.0,54.7298454863725,25.2632804450507,-83.0,-55.0,-94.0,-78.0
1560326369000.0,54.729844741057704,25.2633013602962,-91.0,-55.0,-94.0,-78.5
1560326370000.0,54.72984399574292,25.2633222755417,-87.0,-58.0,-94.0,-90.0
1560326371000.0,54.72984325042813,25.2633431907872,-83.0,-61.0,0.0,-90.0
1560326372000.0,54.729842505113346,25.2633641060327,-83.0,-64.0,0.0,-90.0
1560326373000.0,54.72984175979856,25.2633850212782,-87.0,-87.0,0.0,0.0
1560326374000.0,54.729841014483775,25.2634059365237,-91.0,-87.0,0.0,0.0
1560326375000.0,54.72984026916899,25.2634268517692,-92.0,-87.0,0.0,0.0
1560326376000.0,54.729839523854196,25.2634477670147,0.0,-83.5,0.0,-95.0
1560326377000.0,54.72983877853941,25.2634686822602,0.0,-80.0,0.0,-95.0
1560326378000.0,54.729838033224624,25.263489597505703,0.0,-80.0,0.0,-95.0
1560326379000.0,54.729837800837686,25.263495804318854,0.0,-80.0,0.0,0.0
1560326380000.0,54.729837748668636,25.263496843304427,-80.0,-68.0,0.0,0.0
1560326381000.0,54.729837696499594,25.26349788229,-82.0,-71.0,0.0,0.0
1560326382000.0,54.729837644330544,25.263498921275573,-83.5,-71.0,0.0,0.0
1560326383000.0,54.729837592161495,25.263499960261147,-84.5,-71.0,0.0,0.0
1560326384000.0,54.72983753999245,25.263500999246716,-85.0,-71.5,0.0,-96.0
1560326385000.0,54.7298374878234,25.26350203823229,-83.0,-75.0,0.0,-96.0
1560326386000.0,54.72983406076438,25.263509415722893,-88.5,-75.0,0.0,-96.0
1560326387000.0,54.72982339573378,25.263530387114223,-95.0,-75.0,0.0,0.0
1560326388000.0,54.72981273070318,25.263551358505552,-95.0,-80.5,0.0,0.0
1560326389000.0,54.72980206567258,25.26357232989688,-91.0,-87.0,0.0,0.0
1560326390000.0,54.72979140064197,25.26359330128821,-91.0,-85.0,0.0,0.0
1560326391000.0,54.72978073561137,25.26361427267954,-90.0,-86.0,0.0,0.0
1560326392000.0,54.72977030018969,25.263634806909813,0.0,-88.5,0.0,0.0
1560326393000.0,54.729771719839206,25.26363276982461,-96.0,-89.0,0.0,0.0
1560326394000.0,54.729773139488714,25.263630732739408,-96.0,-88.5,0.0,0.0
1560326395000.0,54.72977455913822,25.2636286956542,-96.0,-87.0,0.0,0.0
1560326396000.0,54.729775978787735,25.263626658569,-93.5,-87.0,0.0,0.0
1560326397000.0,54.72977739843724,25.263624621483793,-93.5,-89.0,0.0,0.0
1560326398000.0,54.72977881808675,25.26362258439859,-93.5,-89.5,0.0,0.0
1560326399000.0,54.729780237736264,25.263620547313387,0.0,-89.0,0.0,0.0
1560326401000.0,54.72978307703528,25.263616473142978,0.0,-87.0,0.0,0.0
1560326402000.0,54.72978922176606,25.26362227189709,0.0,-87.0,0.0,0.0
1560326403000.0,54.72980063101657,25.26363680106837,-94.0,-87.0,0.0,0.0
1560326404000.0,54.729812040267085,25.26365133023965,-94.0,-85.5,0.0,0.0
1560326405000.0,54.729823449517596,25.26366585941093,-91.5,-85.0,0.0,0.0
1560326406000.0,54.72983485876811,25.26368038858221,-89.0,-85.0,0.0,0.0
1560326407000.0,54.72984626801861,25.26369491775349,-89.0,0.0,0.0,0.0
1560326429000.0,54.729806757130284,25.2636266276978,-93.0,-88.0,0.0,0.0
1560326430000.0,54.72979573539119,25.26361069378286,-93.0,-85.0,0.0,0.0
1560326431000.0,54.72979038566576,25.263598294225805,-93.0,-89.5,0.0,0.0
1560326432000.0,54.72978848291968,25.263588042558272,-92.0,-86.0,0.0,0.0
1560326433000.0,54.72978658017361,25.26357779089074,-92.0,-89.5,0.0,0.0
1560326434000.0,54.72978467742753,25.263567539223207,-92.0,-89.0,0.0,0.0
1560326435000.0,54.72978277468146,25.26355728755567,0.0,-92.5,0.0,0.0
1560326436000.0,54.72978087193539,25.263547035888138,0.0,-96.0,0.0,0.0
1560326437000.0,54.72977896918931,25.263536784220605,0.0,-97.0,0.0,0.0
1560326439000.0,54.72977516369717,25.263516280885536,0.0,-91.0,0.0,0.0
1560326440000.0,54.72977326095109,25.263506029218004,0.0,-91.0,0.0,0.0
1560326441000.0,54.72977261588866,25.263503150105024,0.0,-91.5,0.0,0.0
1560326442000.0,54.729773004005324,25.263506327498607,0.0,-92.0,0.0,0.0
1560326443000.0,54.72977339212199,25.263509504892188,0.0,-89.5,0.0,0.0
1560326444000.0,54.72977378023865,25.26351268228577,0.0,-87.0,0.0,0.0
1560326445000.0,54.72977416835532,25.263515859679355,0.0,-86.0,0.0,0.0
1560326446000.0,54.72977455391982,25.263517316430804,0.0,-86.0,0.0,0.0
1560326447000.0,54.72977490087258,25.2634927415319,0.0,-83.0,0.0,0.0
