1559905483470,C2:9B:38:AF:12:75,3,-284
1559905483470,EB:78:55:87:E9:E5,6,-424
1559905483470,F6:24:3F:F0:20:31,5,-431
1559905486475,C2:9B:38:AF:12:75,1,-90
1559905486475,EB:78:55:87:E9:E5,3,-228
1559905486475,F6:24:3F:F0:20:31,3,-247
1559905489480,EB:78:55:87:E9:E5,5,-409
1559905489480,F6:24:3F:F0:20:31,5,-416
1559905489480,D7:85:88:F5:88:4C,1,-91
1559905492485,EB:78:55:87:E9:E5,2,-173
1559905492485,F6:24:3F:F0:20:31,4,-371
1559905495491,EB:78:55:87:E9:E5,5,-444
1559905495491,F6:24:3F:F0:20:31,4,-352
1559905498496,EB:78:55:87:E9:E5,6,-481
1559905498496,F6:24:3F:F0:20:31,1,-83
1559905501503,F6:24:3F:F0:20:31,4,-349
1559905501503,D7:85:88:F5:88:4C,1,-86
1559905504508,EB:78:55:87:E9:E5,3,-266
1559905504508,F6:24:3F:F0:20:31,2,-185
1559905507514,EB:78:55:87:E9:E5,2,-186
1559905510520,EB:78:55:87:E9:E5,2,-185
1559905513525,EB:78:55:87:E9:E5,2,-177
1559905513525,D7:85:88:F5:88:4C,1,-86
1559905516532,EB:78:55:87:E9:E5,2,-189
1559905516532,D7:85:88:F5:88:4C,2,-175
1559905519537,EB:78:55:87:E9:E5,2,-188
1559905522545,EB:78:55:87:E9:E5,4,-385
1559905522545,D7:85:88:F5:88:4C,5,-437
1559905525556,EB:78:55:87:E9:E5,5,-445
1559905525556,D7:85:88:F5:88:4C,4,-345
1559905528561,EB:78:55:87:E9:E5,4,-360
1559905528561,F6:24:3F:F0:20:31,1,-93
1559905528561,D7:85:88:F5:88:4C,1,-85
1559905531567,EB:78:55:87:E9:E5,2,-172
1559905531567,F6:24:3F:F0:20:31,1,-86
1559905531567,D7:85:88:F5:88:4C,1,-92
1559905534574,C2:9B:38:AF:12:75,1,-95
1559905534574,EB:78:55:87:E9:E5,7,-579
1559905534574,F6:24:3F:F0:20:31,6,-500
1559905534574,D7:85:88:F5:88:4C,3,-262
1559905537579,EB:78:55:87:E9:E5,1,-80
1559905537579,F6:24:3F:F0:20:31,4,-295
1559905540586,EB:78:55:87:E9:E5,3,-219
1559905540586,F6:24:3F:F0:20:31,3,-221
1559905543592,C2:9B:38:AF:12:75,1,-93
1559905543592,EB:78:55:87:E9:E5,5,-355
1559905543592,F6:24:3F:F0:20:31,5,-397
1559905546597,C2:9B:38:AF:12:75,3,-272
1559905546597,EB:78:55:87:E9:E5,4,-233
1559905546597,F6:24:3F:F0:20:31,6,-496
1559905549603,C2:9B:38:AF:12:75,4,-347
1559905549603,EB:78:55:87:E9:E5,7,-419
1559905549603,F6:24:3F:F0:20:31,3,-254
1559905552611,C2:9B:38:AF:12:75,4,-328
1559905552611,EB:78:55:87:E9:E5,4,-225
1559905552611,F6:24:3F:F0:20:31,2,-168
1559905555615,C2:9B:38:AF:12:75,2,-192
1559905555615,EB:78:55:87:E9:E5,1,-66
1559905558624,C2:9B:38:AF:12:75,3,-259
1559905558624,EB:78:55:87:E9:E5,2,-121
1559905558624,F6:24:3F:F0:20:31,4,-363
1559905561630,C2:9B:38:AF:12:75,4,-345
1559905561630,EB:78:55:87:E9:E5,4,-249
1559905561630,F6:24:3F:F0:20:31,6,-546
1559905564637,C2:9B:38:AF:12:75,6,-510
1559905564637,EB:78:55:87:E9:E5,5,-290
1559905564637,F6:24:3F:F0:20:31,5,-453
1559905567643,C2:9B:38:AF:12:75,4,-374
1559905567643,EB:78:55:87:E9:E5,4,-225
1559905567643,F6:24:3F:F0:20:31,6,-532
1559905570649,C2:9B:38:AF:12:75,3,-265
1559905570649,EB:78:55:87:E9:E5,6,-337
1559905570649,F6:24:3F:F0:20:31,5,-414
1559905573656,C2:9B:38:AF:12:75,4,-309
1559905573656,EB:78:55:87:E9:E5,6,-415
1559905573656,F6:24:3F:F0:20:31,5,-366
1559905573656,D7:85:88:F5:88:4C,2,-166
1559905576663,C2:9B:38:AF:12:75,3,-230
1559905576663,EB:78:55:87:E9:E5,4,-288
1559905576663,F6:24:3F:F0:20:31,4,-280
1559905576663,D7:85:88:F5:88:4C,2,-180
1559905579668,C2:9B:38:AF:12:75,3,-233
1559905579668,EB:78:55:87:E9:E5,4,-329
1559905579668,F6:24:3F:F0:20:31,6,-475
1559905582673,C2:9B:38:AF:12:75,3,-238
1559905582673,EB:78:55:87:E9:E5,5,-356
1559905582673,F6:24:3F:F0:20:31,4,-302
1559905585678,C2:9B:38:AF:12:75,2,-134
1559905585678,EB:78:55:87:E9:E5,7,-542
1559905585678,F6:24:3F:F0:20:31,6,-462
1559905588684,C2:9B:38:AF:12:75,3,-211
1559905588684,EB:78:55:87:E9:E5,3,-237
1559905588684,F6:24:3F:F0:20:31,3,-237
1559905591690,C2:9B:38:AF:12:75,5,-302
1559905591690,EB:78:55:87:E9:E5,3,-258
1559905591690,F6:24:3F:F0:20:31,7,-597
1559905594695,C2:9B:38:AF:12:75,5,-306
1559905594695,EB:78:55:87:E9:E5,2,-178
1559905594695,F6:24:3F:F0:20:31,3,-264
1559905597703,C2:9B:38:AF:12:75,7,-428
1559905597703,EB:78:55:87:E9:E5,3,-264
1559905597703,F6:24:3F:F0:20:31,3,-241
1559905597703,D7:85:88:F5:88:4C,1,-91
1559905600708,C2:9B:38:AF:12:75,6,-381
1559905600708,EB:78:55:87:E9:E5,5,-444
1559905600708,F6:24:3F:F0:20:31,6,-467
1559905600708,D7:85:88:F5:88:4C,5,-435
1559905603713,C2:9B:38:AF:12:75,2,-133
1559905603713,EB:78:55:87:E9:E5,5,-478
1559905603713,F6:24:3F:F0:20:31,5,-431
1559905603713,D7:85:88:F5:88:4C,3,-284
1559905606718,C2:9B:38:AF:12:75,4,-257
1559905606718,EB:78:55:87:E9:E5,4,-352
1559905606718,F6:24:3F:F0:20:31,5,-415
1559905606718,D7:85:88:F5:88:4C,4,-369
1559905609724,C2:9B:38:AF:12:75,6,-348
1559905609724,EB:78:55:87:E9:E5,3,-256
1559905609724,F6:24:3F:F0:20:31,4,-317
1559905609724,D7:85:88:F5:88:4C,1,-89
1559905612730,C2:9B:38:AF:12:75,2,-125
1559905612730,EB:78:55:87:E9:E5,5,-416
1559905612730,F6:24:3F:F0:20:31,4,-334
1559905615739,C2:9B:38:AF:12:75,6,-310
1559905615739,EB:78:55:87:E9:E5,6,-537
1559905615739,F6:24:3F:F0:20:31,5,-450
1559905618743,C2:9B:38:AF:12:75,3,-189
1559905618743,EB:78:55:87:E9:E5,4,-362
1559905618743,F6:24:3F:F0:20:31,3,-253
1559905621748,C2:9B:38:AF:12:75,4,-253
1559905621748,EB:78:55:87:E9:E5,3,-235
1559905621748,F6:24:3F:F0:20:31,3,-271
1559905624754,C2:9B:38:AF:12:75,2,-151
1559905624754,EB:78:55:87:E9:E5,4,-310
1559905624754,F6:24:3F:F0:20:31,2,-183
1559905627759,C2:9B:38:AF:12:75,5,-383
1559905627759,EB:78:55:87:E9:E5,2,-170
1559905630765,C2:9B:38:AF:12:75,5,-368
1559905630765,EB:78:55:87:E9:E5,3,-250
1559905630765,F6:24:3F:F0:20:31,1,-93
1559905633778,C2:9B:38:AF:12:75,6,-426
1559905633778,EB:78:55:87:E9:E5,5,-401
1559905633778,F6:24:3F:F0:20:31,5,-400
1559905633778,D7:85:88:F5:88:4C,1,-94
1559905636782,C2:9B:38:AF:12:75,6,-412
1559905636782,EB:78:55:87:E9:E5,4,-310
1559905636782,F6:24:3F:F0:20:31,5,-401
1559905639786,C2:9B:38:AF:12:75,6,-423
1559905639786,EB:78:55:87:E9:E5,5,-442
1559905639786,F6:24:3F:F0:20:31,6,-465
1559905639786,D7:85:88:F5:88:4C,1,-94
1559905642795,C2:9B:38:AF:12:75,6,-483
1559905642795,EB:78:55:87:E9:E5,3,-251
1559905642795,F6:24:3F:F0:20:31,3,-235
1559905642795,D7:85:88:F5:88:4C,1,-96
1559905645803,C2:9B:38:AF:12:75,7,-537
1559905645803,EB:78:55:87:E9:E5,4,-301
1559905645803,F6:24:3F:F0:20:31,6,-469
1559905648809,C2:9B:38:AF:12:75,7,-476
1559905648809,EB:78:55:87:E9:E5,5,-391
1559905648809,F6:24:3F:F0:20:31,6,-444
1559905648809,D7:85:88:F5:88:4C,4,-351
1559905651815,C2:9B:38:AF:12:75,4,-263
1559905651815,EB:78:55:87:E9:E5,5,-434
1559905651815,F6:24:3F:F0:20:31,5,-381
1559905651815,D7:85:88:F5:88:4C,1,-90
1559905654822,C2:9B:38:AF:12:75,6,-397
1559905654822,EB:78:55:87:E9:E5,6,-509
1559905654822,F6:24:3F:F0:20:31,7,-569
1559905654822,D7:85:88:F5:88:4C,1,-98
1559905657829,C2:9B:38:AF:12:75,5,-305
1559905657829,EB:78:55:87:E9:E5,5,-394
1559905657829,F6:24:3F:F0:20:31,3,-233
1559905660833,C2:9B:38:AF:12:75,7,-446
1559905660833,EB:78:55:87:E9:E5,6,-488
1559905660833,F6:24:3F:F0:20:31,4,-312
1559905660833,D7:85:88:F5:88:4C,1,-90
1559905663838,C2:9B:38:AF:12:75,5,-375
1559905663838,EB:78:55:87:E9:E5,5,-388
1559905663838,F6:24:3F:F0:20:31,5,-427
1559905663838,D7:85:88:F5:88:4C,1,-93
1559905666845,C2:9B:38:AF:12:75,5,-413
1559905666845,EB:78:55:87:E9:E5,7,-513
1559905666845,F6:24:3F:F0:20:31,7,-540
1559905669850,C2:9B:38:AF:12:75,6,-489
1559905669850,EB:78:55:87:E9:E5,5,-396
1559905669850,F6:24:3F:F0:20:31,4,-297
1559905669850,D7:85:88:F5:88:4C,1,-91
1559905672856,C2:9B:38:AF:12:75,6,-493
1559905672856,EB:78:55:87:E9:E5,8,-665
1559905672856,F6:24:3F:F0:20:31,7,-493
1559905672856,D7:85:88:F5:88:4C,1,-96
1559905675862,C2:9B:38:AF:12:75,5,-397
1559905675862,EB:78:55:87:E9:E5,4,-354
1559905675862,F6:24:3F:F0:20:31,7,-477
1559905675862,D7:85:88:F5:88:4C,1,-93
1559905678867,C2:9B:38:AF:12:75,7,-560
1559905678867,EB:78:55:87:E9:E5,6,-513
1559905678867,F6:24:3F:F0:20:31,6,-487
1559905681871,C2:9B:38:AF:12:75,2,-169
1559905681871,EB:78:55:87:E9:E5,4,-330
1559905681871,F6:24:3F:F0:20:31,4,-298
1559905684876,C2:9B:38:AF:12:75,2,-171
1559905684876,EB:78:55:87:E9:E5,4,-329
1559905684876,F6:24:3F:F0:20:31,5,-392
1559905687881,C2:9B:38:AF:12:75,6,-543
1559905687881,EB:78:55:87:E9:E5,4,-362
1559905687881,F6:24:3F:F0:20:31,6,-489
1559905687881,D7:85:88:F5:88:4C,2,-169
1559905690888,C2:9B:38:AF:12:75,3,-270
1559905690888,EB:78:55:87:E9:E5,4,-332
1559905690888,F6:24:3F:F0:20:31,6,-455
1559905693902,C2:9B:38:AF:12:75,3,-257
1559905693902,EB:78:55:87:E9:E5,4,-324
1559905693902,F6:24:3F:F0:20:31,3,-249
1559905693902,D7:85:88:F5:88:4C,3,-280
1559905696907,C2:9B:38:AF:12:75,1,-87
1559905696907,EB:78:55:87:E9:E5,3,-258
1559905696907,F6:24:3F:F0:20:31,1,-71
1559905699912,EB:78:55:87:E9:E5,2,-190
1559905699912,F6:24:3F:F0:20:31,5,-344
1559905699912,D7:85:88:F5:88:4C,1,-90
1559905702916,D7:85:88:F5:88:4C,1,-85
1559905705920,F6:24:3F:F0:20:31,1,-89
1559905705920,D7:85:88:F5:88:4C,4,-299
1559905708924,F6:24:3F:F0:20:31,1,-92
1559905708924,D7:85:88:F5:88:4C,3,-239
1559905711928,D7:85:88:F5:88:4C,1,-75
1559905714932,D7:85:88:F5:88:4C,5,-408
1559905717937,D7:85:88:F5:88:4C,5,-426
1559905720942,D7:85:88:F5:88:4C,3,-228
1559905723946,D7:85:88:F5:88:4C,4,-320
1559905726950,F6:24:3F:F0:20:31,2,-185
1559905726950,D7:85:88:F5:88:4C,3,-261
1559905729955,F6:24:3F:F0:20:31,4,-350
1559905729955,D7:85:88:F5:88:4C,3,-247
1559905732961,C2:9B:38:AF:12:75,2,-185
1559905732961,F6:24:3F:F0:20:31,6,-485
1559905732961,D7:85:88:F5:88:4C,5,-411
1559905735967,C2:9B:38:AF:12:75,2,-184
1559905735967,EB:78:55:87:E9:E5,2,-184
1559905735967,F6:24:3F:F0:20:31,3,-226
1559905735967,D7:85:88:F5:88:4C,1,-86
1559905738975,C2:9B:38:AF:12:75,2,-187
1559905738975,EB:78:55:87:E9:E5,5,-453
1559905738975,F6:24:3F:F0:20:31,5,-412
1559905741980,C2:9B:38:AF:12:75,4,-358
1559905741980,EB:78:55:87:E9:E5,2,-179
1559905741980,F6:24:3F:F0:20:31,2,-172
1559905744987,C2:9B:38:AF:12:75,4,-326
1559905744987,EB:78:55:87:E9:E5,5,-429
1559905744987,F6:24:3F:F0:20:31,5,-393
1559905747992,C2:9B:38:AF:12:75,3,-256
1559905747992,EB:78:55:87:E9:E5,5,-431
1559905747992,F6:24:3F:F0:20:31,3,-241
1559905750998,C2:9B:38:AF:12:75,5,-410
1559905750998,EB:78:55:87:E9:E5,5,-455
1559905750998,F6:24:3F:F0:20:31,2,-191
1559905754004,C2:9B:38:AF:12:75,4,-345
1559905754004,EB:78:55:87:E9:E5,3,-280
1559905754004,F6:24:3F:F0:20:31,4,-363
1559905757009,C2:9B:38:AF:12:75,5,-397
1559905757009,EB:78:55:87:E9:E5,2,-190
1559905757009,F6:24:3F:F0:20:31,4,-355
1559905760013,C2:9B:38:AF:12:75,5,-384
1559905760013,F6:24:3F:F0:20:31,1,-89
1559905763016,C2:9B:38:AF:12:75,4,-312
1559905763016,EB:78:55:87:E9:E5,3,-281
1559905763016,F6:24:3F:F0:20:31,2,-186
1559905766022,C2:9B:38:AF:12:75,6,-462
1559905766022,EB:78:55:87:E9:E5,5,-455
1559905766022,F6:24:3F:F0:20:31,4,-355
1559905769026,C2:9B:38:AF:12:75,7,-510
1559905769026,EB:78:55:87:E9:E5,4,-367
1559905769026,F6:24:3F:F0:20:31,3,-255
1559905772032,C2:9B:38:AF:12:75,8,-637
1559905772032,EB:78:55:87:E9:E5,2,-174
1559905772032,F6:24:3F:F0:20:31,1,-87
1559905775036,C2:9B:38:AF:12:75,7,-596
1559905775036,EB:78:55:87:E9:E5,3,-276
1559905775036,F6:24:3F:F0:20:31,2,-187
1559905778041,C2:9B:38:AF:12:75,5,-435
1559905778041,F6:24:3F:F0:20:31,1,-94
1559905781046,C2:9B:38:AF:12:75,5,-429
1559905781046,F6:24:3F:F0:20:31,3,-282
1559905784052,C2:9B:38:AF:12:75,1,-84
1559905787056,C2:9B:38:AF:12:75,2,-172
1559905787056,EB:78:55:87:E9:E5,2,-185
1559905790062,C2:9B:38:AF:12:75,4,-366
1559905793066,C2:9B:38:AF:12:75,1,-93
1559905796070,C2:9B:38:AF:12:75,5,-424
1559905799074,C2:9B:38:AF:12:75,3,-272
1559905802079,C2:9B:38:AF:12:75,1,-94
1559905805082,C2:9B:38:AF:12:75,3,-275
1559905808086,C2:9B:38:AF:12:75,3,-274
1559905808086,F6:24:3F:F0:20:31,1,-94
1559905811091,C2:9B:38:AF:12:75,4,-373
1559905814095,C2:9B:38:AF:12:75,6,-547
1559905817101,C2:9B:38:AF:12:75,3,-259
1559905817101,F6:24:3F:F0:20:31,1,-93
1559905820105,C2:9B:38:AF:12:75,2,-178
1559905820105,F6:24:3F:F0:20:31,1,-85
1559905844159,C2:9B:38:AF:12:75,3,-272
1559905844159,F6:24:3F:F0:20:31,4,-370
1559905847162,C2:9B:38:AF:12:75,3,-274
1559905847162,F6:24:3F:F0:20:31,1,-93
1559905850164,C2:9B:38:AF:12:75,3,-280
1559905853184,C2:9B:38:AF:12:75,5,-405
1559905853184,F6:24:3F:F0:20:31,5,-452
1559905856200,C2:9B:38:AF:12:75,3,-264
1559905856200,F6:24:3F:F0:20:31,2,-190
1559905859209,C2:9B:38:AF:12:75,7,-582
1559905859209,F6:24:3F:F0:20:31,6,-533
1559905862213,C2:9B:38:AF:12:75,6,-491
1559905862213,F6:24:3F:F0:20:31,1,-94
1559905865218,C2:9B:38:AF:12:75,5,-403
1559905865218,F6:24:3F:F0:20:31,5,-464
1559905868222,C2:9B:38:AF:12:75,7,-540
1559905868222,F6:24:3F:F0:20:31,5,-459
1559905871226,C2:9B:38:AF:12:75,7,-530
1559905871226,F6:24:3F:F0:20:31,4,-354
1559905874231,C2:9B:38:AF:12:75,5,-426
1559905874231,F6:24:3F:F0:20:31,2,-188
1559905877236,C2:9B:38:AF:12:75,4,-304
1559905877236,EB:78:55:87:E9:E5,1,-96
1559905877236,F6:24:3F:F0:20:31,5,-446
1559905880242,C2:9B:38:AF:12:75,6,-422
1559905880242,EB:78:55:87:E9:E5,3,-276
1559905880242,F6:24:3F:F0:20:31,3,-259
1559905880242,D7:85:88:F5:88:4C,4,-353
1559905883248,C2:9B:38:AF:12:75,5,-332
1559905883248,EB:78:55:87:E9:E5,1,-97
1559905883248,F6:24:3F:F0:20:31,4,-346
1559905883248,D7:85:88:F5:88:4C,4,-344
1559905886252,C2:9B:38:AF:12:75,6,-438
1559905886252,EB:78:55:87:E9:E5,1,-87
1559905886252,F6:24:3F:F0:20:31,2,-184
1559905886252,D7:85:88:F5:88:4C,1,-89
1559905889254,C2:9B:38:AF:12:75,4,-328
1559905889254,F6:24:3F:F0:20:31,1,-93
1559905892258,C2:9B:38:AF:12:75,4,-305
1559905892258,EB:78:55:87:E9:E5,3,-287
1559905892258,F6:24:3F:F0:20:31,1,-95
1559905895263,C2:9B:38:AF:12:75,2,-168
1559905895263,F6:24:3F:F0:20:31,1,-93
1559905898266,C2:9B:38:AF:12:75,3,-259
1559905901270,C2:9B:38:AF:12:75,4,-341
1559905904274,C2:9B:38:AF:12:75,7,-601
1559905904274,F6:24:3F:F0:20:31,4,-365
1559905907278,C2:9B:38:AF:12:75,4,-302
1559905907278,F6:24:3F:F0:20:31,4,-354
1559905910285,C2:9B:38:AF:12:75,5,-415
1559905913291,C2:9B:38:AF:12:75,5,-394
1559905913291,F6:24:3F:F0:20:31,4,-336
1559905916296,C2:9B:38:AF:12:75,3,-199
1559905916296,EB:78:55:87:E9:E5,2,-179
1559905916296,F6:24:3F:F0:20:31,4,-317
1559905916296,D7:85:88:F5:88:4C,2,-178
1559905919301,C2:9B:38:AF:12:75,5,-294
1559905919301,EB:78:55:87:E9:E5,4,-330
1559905919301,F6:24:3F:F0:20:31,5,-388
1559905919301,D7:85:88:F5:88:4C,1,-92
1559905922306,C2:9B:38:AF:12:75,7,-443
1559905922306,EB:78:55:87:E9:E5,5,-419
1559905922306,F6:24:3F:F0:20:31,5,-410
1559905922306,D7:85:88:F5:88:4C,1,-93
1559905925310,C2:9B:38:AF:12:75,3,-176
1559905925310,EB:78:55:87:E9:E5,5,-428
1559905925310,F6:24:3F:F0:20:31,2,-164
1559905928316,C2:9B:38:AF:12:75,6,-391
1559905928316,EB:78:55:87:E9:E5,8,-636
1559905928316,F6:24:3F:F0:20:31,6,-474
1559905931320,C2:9B:38:AF:12:75,4,-274
1559905931320,EB:78:55:87:E9:E5,6,-447
1559905931320,F6:24:3F:F0:20:31,8,-581
1559905931320,D7:85:88:F5:88:4C,2,-180
1559905934325,C2:9B:38:AF:12:75,7,-546
1559905934325,EB:78:55:87:E9:E5,5,-339
1559905934325,F6:24:3F:F0:20:31,5,-312
1559905937329,C2:9B:38:AF:12:75,3,-251
1559905937329,EB:78:55:87:E9:E5,5,-426
1559905937329,F6:24:3F:F0:20:31,5,-294
1559905937329,D7:85:88:F5:88:4C,3,-272
1559905940332,C2:9B:38:AF:12:75,3,-232
1559905940332,EB:78:55:87:E9:E5,6,-531
1559905940332,F6:24:3F:F0:20:31,3,-151
1559905940332,D7:85:88:F5:88:4C,4,-367
1559905943337,C2:9B:38:AF:12:75,2,-171
1559905943337,EB:78:55:87:E9:E5,3,-245
1559905943337,F6:24:3F:F0:20:31,4,-214
1559905943337,D7:85:88:F5:88:4C,4,-338
1559905946343,C2:9B:38:AF:12:75,5,-431
1559905946343,EB:78:55:87:E9:E5,5,-451
1559905946343,F6:24:3F:F0:20:31,4,-278
1559905946343,D7:85:88:F5:88:4C,4,-324
1559905949347,C2:9B:38:AF:12:75,3,-266
1559905949347,EB:78:55:87:E9:E5,1,-92
1559905949347,F6:24:3F:F0:20:31,5,-401
1559905949347,D7:85:88:F5:88:4C,3,-220
1559905952351,C2:9B:38:AF:12:75,5,-428
1559905952351,F6:24:3F:F0:20:31,4,-297
1559905952351,D7:85:88:F5:88:4C,6,-391
1559905955355,C2:9B:38:AF:12:75,5,-457
1559905955355,F6:24:3F:F0:20:31,3,-233
1559905955355,D7:85:88:F5:88:4C,3,-182
1559905958361,C2:9B:38:AF:12:75,2,-186
1559905958361,F6:24:3F:F0:20:31,4,-325
1559905958361,D7:85:88:F5:88:4C,2,-112
1559905961365,C2:9B:38:AF:12:75,3,-274
1559905961365,F6:24:3F:F0:20:31,4,-362
1559905961365,D7:85:88:F5:88:4C,6,-366
1559905964370,F6:24:3F:F0:20:31,2,-173
1559905964370,D7:85:88:F5:88:4C,5,-262
1559905967373,F6:24:3F:F0:20:31,4,-370
1559905967373,D7:85:88:F5:88:4C,4,-231
1559905970379,D7:85:88:F5:88:4C,4,-278
1559905973383,D7:85:88:F5:88:4C,4,-241
1559905976387,F6:24:3F:F0:20:31,5,-452
1559905976387,D7:85:88:F5:88:4C,5,-285
1559905979391,F6:24:3F:F0:20:31,4,-360
