time,lat,lon,C2:9B:38:AF:12:75,D7:85:88:F5:88:4C,EB:78:55:87:E9:E5,F6:24:3F:F0:20:31
1559905570649.0,54.72989976810577,25.26308794210654,-88.33333333333333,0.0,-56.166666666666664,-82.8
1559905573656.0,54.729866102048334,25.263090282741505,-77.25,-83.0,-69.16666666666667,-73.2
1559905576663.0,54.72983606081115,25.263092729690023,-76.66666666666667,-90.0,-72.0,-70.0
1559905579668.0,54.72983572780253,25.263096045747478,-77.66666666666667,0.0,-82.25,-79.16666666666667
1559905582673.0,54.72983539479391,25.263099361804933,-79.33333333333333,0.0,-71.2,-75.5
1559905585678.0,54.729836400116056,25.26314299722396,-67.0,0.0,-77.42857142857143,-77.0
1559905588684.0,54.72983777601203,25.26319780121623,-70.33333333333333,0.0,-79.0,-79.0
1559905591690.0,54.72983915190801,25.2632526052085,-60.4,0.0,-86.0,-85.28571428571429
1559905594695.0,54.72984052734627,25.263307390969235,-61.2,0.0,-89.0,-88.0
1559905597703.0,54.72984148096584,25.263339519833988,-61.142857142857146,-91.0,-88.0,-80.33333333333333
1559905600708.0,54.72984185270127,25.263340439509715,-63.5,-87.0,-88.8,-77.83333333333333
1559905603713.0,54.72984222443671,25.263341359185443,-66.5,-94.66666666666667,-95.6,-86.2
1559905606718.0,54.72984259617214,25.26334227886117,-64.25,-92.25,-88.0,-83.0
1559905609724.0,54.7298444112155,25.26330892324464,-58.0,-89.0,-85.33333333333333,-79.25
1559905612730.0,54.729846642573904,25.263265680153758,-62.5,0.0,-83.2,-83.5
1559905615739.0,54.729845331472816,25.263268416031835,-51.666666666666664,0.0,-89.5,-90.0
1559905618743.0,54.729847208895585,25.26326994269096,-63.0,0.0,-90.5,-84.33333333333333
1559905621748.0,54.7298729891509,25.26324716392629,-63.25,0.0,-78.33333333333333,-90.33333333333333
1559905624754.0,54.72988068742707,25.263236421529594,-75.5,0.0,-77.5,-91.5
1559905627759.0,54.72987870357229,25.263232126965395,-76.6,0.0,-85.0,0.0
1559905630765.0,54.729860776412856,25.263218298250088,-73.6,0.0,-83.33333333333333,-93.0
1559905633778.0,54.72983595686414,25.263200341068696,-71.0,-94.0,-80.2,-80.0
1559905636782.0,54.72983446364,25.263203131825204,-68.66666666666667,0.0,-77.5,-80.2
1559905639786.0,54.72983437391886,25.26320717169046,-70.5,-94.0,-88.4,-77.5
1559905642795.0,54.72983541670723,25.26320843323361,-80.5,-96.0,-83.66666666666667,-78.33333333333333
1559905645803.0,54.72983676808397,25.263208934730674,-76.71428571428571,0.0,-75.25,-78.16666666666667
1559905648809.0,54.72981446864624,25.263198165770024,-68.0,-87.75,-78.2,-74.0
1559905651815.0,54.72979069351287,25.263186214628842,-65.75,-90.0,-86.8,-76.2
1559905654822.0,54.72979238272881,25.26318404767492,-66.16666666666667,-98.0,-84.83333333333333,-81.28571428571429
1559905657829.0,54.72979407194476,25.263181880720992,-61.0,0.0,-78.8,-77.66666666666667
1559905660833.0,54.72979564803641,25.263176780671444,-63.714285714285715,-90.0,-81.33333333333333,-78.0
1559905663838.0,54.729795827686424,25.26313488340706,-75.0,-93.0,-77.6,-85.4
1559905666845.0,54.729796007455995,25.263092958257637,-82.6,0.0,-73.28571428571429,-77.14285714285714
1559905669850.0,54.72979618710601,25.26305106099325,-81.5,-91.0,-79.2,-74.25
1559905672856.0,54.72979610864167,25.26304127652132,-82.16666666666667,-96.0,-83.125,-70.42857142857143
1559905675862.0,54.72979598160386,25.263037536446962,-79.4,-93.0,-88.5,-68.14285714285714
1559905678867.0,54.729795854608305,25.26303379761681,-80.0,0.0,-85.5,-81.16666666666667
1559905681871.0,54.729795727655016,25.263030060030857,-84.5,0.0,-82.5,-74.5
1559905684876.0,54.72979065545408,25.263027387759358,-85.5,0.0,-82.25,-78.4
1559905687881.0,54.729772114155935,25.263027620439445,-90.5,-84.5,-90.5,-81.5
1559905690888.0,54.72976857323507,25.263026944032706,-90.0,0.0,-83.0,-75.83333333333333
1559905693902.0,54.72976815572691,25.263026076383383,-85.66666666666667,-93.33333333333333,-81.0,-83.0
1559905696907.0,54.72976864596296,25.26299691766155,-87.0,0.0,-86.0,-71.0
1559905699912.0,54.72977002182322,25.26294011677518,0.0,-90.0,-95.0,-68.8
1559905702916.0,54.72977139722563,25.262883334790935,0.0,-85.0,0.0,0.0
1559905705920.0,54.72977277262804,25.26282655280669,0.0,-74.75,0.0,-89.0
1559905708924.0,54.729774016546656,25.262778104749668,0.0,-79.66666666666667,0.0,-92.0
1559905711928.0,54.72977447125607,25.262779679682406,0.0,-75.0,0.0,0.0
1559905714932.0,54.72977492596548,25.262781254615142,0.0,-81.6,0.0,0.0
1559905717937.0,54.72977454025124,25.26278239927106,0.0,-85.2,0.0,0.0
1559905720942.0,54.729773566419745,25.262783242512405,0.0,-76.0,0.0,0.0
1559905723946.0,54.72977306174309,25.26281207494913,0.0,-80.0,0.0,0.0
1559905726950.0,54.72977286936023,25.262859551512687,0.0,-87.0,0.0,-92.5
1559905729955.0,54.72977045651855,25.262884985919445,0.0,-82.33333333333333,0.0,-87.5
1559905732961.0,54.72976778892808,25.262901909425825,-92.5,-82.2,0.0,-80.83333333333333
1559905735967.0,54.72977131397454,25.262951882618264,-92.0,-86.0,-92.0,-75.33333333333333
1559905738975.0,54.729774841366336,25.26300188905967,-93.5,0.0,-90.6,-82.4
1559905741980.0,54.72977345589425,25.263025984892714,-89.5,0.0,-89.5,-86.0
1559905744987.0,54.72977204482131,25.26306343935727,-81.5,0.0,-85.8,-78.6
1559905747992.0,54.72977211307178,25.263126674346392,-85.33333333333333,0.0,-86.2,-80.33333333333333
1559905750998.0,54.72977218134497,25.26318993037877,-82.0,0.0,-91.0,-95.5
1559905754004.0,54.72977347461909,25.263218586426692,-86.25,0.0,-93.33333333333333,-90.75
1559905757009.0,54.72977542311857,25.263222936054458,-79.4,0.0,-95.0,-88.75
1559905760013.0,54.72977394430124,25.263219291529182,-76.8,0.0,0.0,-89.0
1559905763016.0,54.7297724659762,25.26321564821713,-78.0,0.0,-93.66666666666667,-93.0
1559905766022.0,54.7297709861743,25.26321200126541,-77.0,0.0,-91.0,-88.75
1559905769026.0,54.72977108523797,25.263216688224205,-72.85714285714286,0.0,-91.75,-85.0
1559905772032.0,54.7297717996978,25.263237555269285,-79.625,0.0,-87.0,-87.0
1559905775036.0,54.72977170169083,25.263297978649245,-85.14285714285714,0.0,-92.0,-93.5
1559905778041.0,54.72977075741797,25.263340804067337,-87.0,0.0,0.0,-94.0
1559905781046.0,54.72976730900816,25.263331494835754,-85.8,0.0,0.0,-94.0
1559905784052.0,54.729766736451374,25.26332700356841,-84.0,0.0,0.0,0.0
1559905787056.0,54.72977164751576,25.263331703692675,-86.0,0.0,-92.5,0.0
1559905790062.0,54.72977493444458,25.263365507961435,-91.5,0.0,0.0,0.0
1559905793066.0,54.72977503538285,25.263390195124522,-93.0,0.0,0.0,0.0
1559905796070.0,54.72977118177702,25.26339520038425,-84.8,0.0,0.0,0.0
1559905799074.0,54.729774066672526,25.26343334867227,-90.66666666666667,0.0,0.0,0.0
1559905802079.0,54.72978119886826,25.263492395099018,-94.0,0.0,0.0,0.0
1559905805082.0,54.72978832631711,25.263551402226984,-91.66666666666667,0.0,0.0,0.0
1559905808086.0,54.72979266749397,25.26359596404955,-91.33333333333333,0.0,0.0,-94.0
1559905811091.0,54.729789605189055,25.263602130684152,-93.25,0.0,0.0,0.0
1559905814095.0,54.72978654390322,25.263608295266632,-91.16666666666667,0.0,0.0,0.0
1559905817101.0,54.72980170340598,25.263630889763597,-86.33333333333333,0.0,0.0,-93.0
1559905820105.0,54.72983146068821,25.26366663656068,-89.0,0.0,0.0,-85.0
1559905844159.0,54.72981372238346,25.263636455479162,-90.66666666666667,0.0,0.0,-92.5
1559905847162.0,54.729785760167175,25.26359719545456,-91.33333333333333,0.0,0.0,-93.0
1559905850164.0,54.72978823732921,25.263598709556003,-93.33333333333333,0.0,0.0,0.0
1559905853184.0,54.729790729344316,25.263600232736,-81.0,0.0,0.0,-90.4
1559905856200.0,54.72980550131972,25.263583959977865,-88.0,0.0,0.0,-95.0
1559905859209.0,54.72983215713713,25.263550460011874,-83.14285714285714,0.0,0.0,-88.83333333333333
1559905862213.0,54.72984698478137,25.263530791782667,-81.83333333333333,0.0,0.0,-94.0
1559905865218.0,54.72984523131905,25.26353050709638,-80.6,0.0,0.0,-92.8
1559905868222.0,54.72984347844024,25.263530222504833,-77.14285714285714,0.0,0.0,-91.8
1559905871226.0,54.72984172556143,25.263529937913287,-75.71428571428571,0.0,0.0,-88.5
1559905874231.0,54.729843186521805,25.263472468467985,-85.2,0.0,0.0,-94.0
1559905877236.0,54.729845079469534,25.263407313943702,-76.0,0.0,-96.0,-89.2
1559905880242.0,54.7298454436875,25.26336792750018,-70.33333333333333,-88.25,-92.0,-86.33333333333333
1559905883248.0,54.7298437568483,25.263363128261904,-66.4,-86.0,-97.0,-86.5
1559905886252.0,54.72981636776793,25.263373155415962,-73.0,-89.0,-87.0,-92.0
1559905889254.0,54.729800772993286,25.263380294004925,-82.0,0.0,0.0,-93.0
1559905892258.0,54.72980193275713,25.263384666667093,-76.25,0.0,-95.66666666666667,-95.0
1559905895263.0,54.72980074136374,25.263427836373307,-84.0,0.0,0.0,-93.0
1559905898266.0,54.729799550763296,25.263470977347605,-86.33333333333333,0.0,0.0,0.0
1559905901270.0,54.729802609336495,25.26347584252628,-85.25,0.0,0.0,0.0
1559905904274.0,54.729828324454154,25.26347026483121,-85.85714285714286,0.0,0.0,-91.25
1559905907278.0,54.72984678926159,25.26346878048852,-75.5,0.0,0.0,-88.5
1559905910285.0,54.72984616690423,25.263475893976942,-83.0,0.0,0.0,0.0
1559905913291.0,54.72984676969188,25.263421076455693,-78.8,0.0,0.0,-84.0
1559905916296.0,54.72984737759771,25.26336600827487,-66.33333333333333,-89.0,-89.5,-79.25
1559905919301.0,54.72984798550354,25.263310940094044,-58.8,-92.0,-82.5,-77.6
1559905922306.0,54.72984859340937,25.263255871913223,-63.285714285714285,-93.0,-83.8,-82.0
1559905925310.0,54.72984703751081,25.26323878843302,-58.666666666666664,0.0,-85.6,-82.0
1559905928316.0,54.729846684249104,25.263205580532613,-65.16666666666667,0.0,-79.5,-79.0
1559905931320.0,54.72984828765893,25.263144311951343,-68.5,-90.0,-74.5,-72.625
1559905934325.0,54.72984989160252,25.263083022974406,-78.0,0.0,-67.8,-62.4
1559905937329.0,54.72985149501235,25.263021754393137,-83.66666666666667,-90.66666666666667,-85.2,-58.8
1559905940332.0,54.72984631240026,25.263008574644726,-77.33333333333333,-91.75,-88.5,-50.333333333333336
1559905943337.0,54.72983981895686,25.263004241646783,-85.5,-84.5,-81.66666666666667,-53.5
1559905946343.0,54.72984125312749,25.262941683381854,-86.2,-81.0,-90.2,-69.5
1559905949347.0,54.729842686343915,25.26287916673919,-88.66666666666667,-73.33333333333333,-92.0,-80.2
1559905952351.0,54.72984411956034,25.262816650096525,-85.6,-65.16666666666667,0.0,-74.25
1559905955355.0,54.72984555277676,25.262754133453864,-91.4,-60.666666666666664,0.0,-77.66666666666667
1559905958361.0,54.729845251578546,25.262743260277666,-93.0,-56.0,0.0,-81.25
1559905961365.0,54.72983659728112,25.262743024741972,-91.33333333333333,-61.0,0.0,-90.5
1559905964370.0,54.72980816839774,25.26274539335098,0.0,-52.4,0.0,-86.5
1559905967373.0,54.729789713952414,25.262745614412758,0.0,-57.75,0.0,-92.5
1559905970379.0,54.72979376885946,25.26274097969687,0.0,-69.5,0.0,0.0
1559905973383.0,54.72979782106863,25.26273634806462,0.0,-60.25,0.0,0.0
1559905976387.0,54.729804633852204,25.2627726420941,0.0,-57.0,0.0,-90.4
1559905979391.0,54.72981169177559,25.262812570334205,0.0,-56.833333333333336,0.0,-90.0
1559905982396.0,54.72981278273823,25.26281310518693,0.0,-60.0,0.0,-83.0
1559905985402.0,54.72981286512005,25.2628093957901,0.0,-68.75,0.0,0.0
1559905988407.0,54.72981286512005,25.2628093957901,0.0,-70.0,0.0,-88.0
1559905991412.0,54.72981286512005,25.2628093957901,0.0,-65.66666666666667,0.0,-81.0
1559905994417.0,54.72981286512005,25.2628093957901,0.0,-61.5,0.0,-78.66666666666667
