1560507483605,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-61
1560507483639,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-69
1560507483699,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-71
1560507483772,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-67
1560507483823,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-70
1560507483867,D7:85:88:F5:88:4C,d3eedeb6-a50a-35bb-9a2c-d9626d3d4b3e,-51
1560507483900,D7:85:88:F5:88:4C,c697eede-6a0a-3d21-8936-3a7f86a830ee,-61
1560507483950,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-62
1560507483984,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-70
1560507484017,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-65
1560507484050,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-70
1560507484119,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-69
1560507484229,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-68
1560507484268,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-62
1560507484307,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-65
1560507484340,D7:85:88:F5:88:4C,3af9ac1c-c3a5-36f7-a737-4868789e2832,-52
1560507484382,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-70
1560507484442,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-69
1560507484503,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-65
1560507484551,D7:85:88:F5:88:4C,c697eede-6a0a-3d21-8936-3a7f86a830ee,-59
1560507484587,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-68
1560507484625,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-60
1560507484662,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-70
1560507484763,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-68
1560507484799,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-74
1560507484838,D7:85:88:F5:88:4C,d3eedeb6-a50a-35bb-9a2c-d9626d3d4b3e,-56
1560507484885,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-80
1560507484944,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-79
1560507484993,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-82
1560507485037,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-76
1560507485076,D7:85:88:F5:88:4C,3af9ac1c-c3a5-36f7-a737-4868789e2832,-67
1560507485115,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-82
1560507485144,E8:97:A0:6C:3B:24,3af9ac1c-c3a5-36f7-a737-4868789e2832,-93
1560507485162,D7:85:88:F5:88:4C,c697eede-6a0a-3d21-8936-3a7f86a830ee,-73
1560507485212,D7:85:88:F5:88:4C,66bd8860-6e87-3544-b022-1abaf04ce4ca,-85
1560507485259,D7:85:88:F5:88:4C,c77e7cf1-12bc-36be-9270-c8d56e131eac,-67
1560507485301,D7:85:88:F5:88:4C,0e55db4e-b72e-3e9c-9468-d4ef44cb069c,-64
