1560950270344,126,54.7298920545,25.2628390425
1560949794484,85,54.7298893186,25.2630584336
1560950174092,84,54.7298901818,25.2629892125
1560949910461,31,54.7298475992,25.2634726222
1560949966010,22,54.7298299398,25.2635020722
1560949701793,11,54.7298890527,25.2630798058
1560949973153,23,54.7298376791,25.2635168861
1560949709223,90,54.7299627306,25.2630604771
1560950266526,5,54.7298920505,25.2628393974
1560949643434,121,54.7298645632,25.2627070599
1560949678762,1,54.7298942986,25.2626590911
1560950216339,104,54.7298494937,25.2629887401
1560949736362,102,54.7299733213,25.2627035328
1560949961128,41,54.7298413054,25.2634525759
1560950272681,122,54.7298924588,25.2628066234
1560949760914,101,54.7299724388,25.2627332782
1560950292139,125,54.7298523432,25.2628029975
1560950297772,61,54.7298343852,25.2628150204
1560950178732,84,54.7298901818,25.2629892125
1560949926558,31,54.7298475992,25.2634726222
1560949741723,102,54.7299733213,25.2627035328
1560949660824,2,54.7298939239,25.2626891422
1560950093991,76,54.7298855192,25.2633631106
1560949943940,40,54.7299464373,25.2636622033
1560950335163,121,54.7298645632,25.2627070599
1560949968769,22,54.7298299398,25.2635020722
1560949997184,27,54.7298197564,25.2634830258
1560949758601,103,54.7299875779,25.2627430365
1560950233008,130,54.7298916325,25.2628728871
1560950165943,82,54.729832739,25.2629885456
1560950028682,43,54.7298287178,25.2634124834
1560950325706,119,54.7298936825,25.2627084934
1560949755127,103,54.7299875779,25.2627430365
1560950108364,75,54.7298527505,25.2633616929
1560950309327,123,54.7298790869,25.2628054148
1560949993469,23,54.7298376791,25.2635168861
1560949763833,101,54.7299724388,25.2627332782
1560950080706,71,54.7298863457,25.2632968317
1560950089153,71,54.7298863457,25.2632968317
1560949648377,120,54.7298791228,25.2627077767
1560950196673,112,54.7298674166,25.2631610142
1560950153158,64,54.7298352351,25.2627254009
1560949896696,43,54.7298287178,25.2634124834
1560950070011,69,54.7298298223,25.2632960389
1560950102980,80,54.7298700694,25.2633823537
1560950304199,123,54.7298790869,25.2628054148
1560949744609,101,54.7299724388,25.2627332782
1560949786080,90,54.7299627306,25.2630604771
1560950202074,110,54.7298478625,25.2631613527
1560949782241,90,54.7299627306,25.2630604771
1560950194398,112,54.7298674166,25.2631610142
1560950278109,123,54.7298790869,25.2628054148
1560950023139,31,54.7298475992,25.2634726222
1560949752553,101,54.7299724388,25.2627332782
1560950118098,69,54.7298298223,25.2632960389
1560950181329,118,54.7298702723,25.2629889813
1560950099413,80,54.7298700694,25.2633823537
1560950105832,75,54.7298527505,25.2633616929
1560949907922,31,54.7298475992,25.2634726222
1560950062545,43,54.7298287178,25.2634124834
1560950113006,70,54.7298439532,25.2632962371
1560950212588,104,54.7298494937,25.2629887401
1560950275822,122,54.7298924588,25.2628066234
1560950075608,69,54.7298298223,25.2632960389
1560949938882,40,54.7299464373,25.2636622033
1560950245117,130,54.7298916325,25.2628728871
1560949902017,43,54.7298287178,25.2634124834
1560949890497,18,54.7298849299,25.2634103672
1560950199536,110,54.7298478625,25.2631613527
1560949956296,31,54.7298475992,25.2634726222
1560950168308,56,54.7298329686,25.2629643862
1560950096905,76,54.7298855192,25.2633631106
1560950252043,126,54.7298920545,25.2628390425
1560949696820,85,54.7298893186,25.2630584336
1560950262543,129,54.7298519358,25.2628368579
1560950260224,129,54.7298519358,25.2628368579
1560949665596,119,54.7298936825,25.2627084934
1560949999163,27,54.7298197564,25.2634830258
1560950315289,122,54.7298924588,25.2628066234
1560949983023,26,54.7298063143,25.2635690874
1560949918762,18,54.7298849299,25.2634103672
1560950328597,119,54.7298936825,25.2627084934
1560950120725,69,54.7298298223,25.2632960389
1560950006292,30,54.7297879843,25.2635345217
1560950220330,84,54.7298901818,25.2629892125
1560950287405,124,54.729865715,25.2628042062
1560950310958,122,54.7298924588,25.2628066234
1560950115884,70,54.7298439532,25.2632962371
1560950223150,9,54.7298901769,25.2629896526
1560949884700,18,54.7298849299,25.2634103672
1560949923354,31,54.7298475992,25.2634726222
1560949986053,26,54.7298063143,25.2635690874
1560950033420,43,54.7298287178,25.2634124834
1560950238003,133,54.7298503065,25.2628693073
1560950249805,130,54.7298916325,25.2628728871
1560949976176,23,54.7298376791,25.2635168861
1560950255948,5,54.7298920505,25.2628393974
1560950296141,125,54.7298523432,25.2628029975
1560949719671,90,54.7299627306,25.2630604771
1560949862769,85,54.7298893186,25.2630584336
1560950047346,138,54.7297765789,25.2634921963
1560950150476,64,54.7298352351,25.2627254009
1560950322254,1,54.7298942986,25.2626590911
1560950056060,43,54.7298287178,25.2634124834
1560950324033,1,54.7298942986,25.2626590911
1560950043495,138,54.7297765789,25.2634921963
1560950240598,133,54.7298503065,25.2628693073
1560949633360,121,54.7298645632,25.2627070599
1560950184296,118,54.7298702723,25.2629889813
1560950003798,30,54.7297879843,25.2635345217
1560949991254,23,54.7298376791,25.2635168861
1560949915743,18,54.7298849299,25.2634103672
1560949672029,1,54.7298942986,25.2626590911
1560950015814,31,54.7298475992,25.2634726222
1560949669441,119,54.7298936825,25.2627084934
1560950229374,130,54.7298916325,25.2628728871
