1561028664764,137,54.72989185,25.26270609
1561028673528,137,54.72989185,25.26270609
1561028683276,146,54.7298913,25.26284831
1561028689751,146,54.7298913,25.26284831
1561028696380,7,54.72985463,25.26284767
1561028700655,7,54.72985463,25.26284767
1561028705863,146,54.7298913,25.26284831
1561028712906,146,54.7298913,25.26284831
1561028726639,121,54.72989046,25.26306546
1561028730767,121,54.72989046,25.26306546
1561028739672,163,54.72996792,25.26306481
1561028743775,163,54.72996792,25.26306481
1561028763477,77,54.72996938,25.26269782
1561028767534,77,54.72996938,25.26269782
1561028786734,163,54.72996792,25.26306481
1561028792947,163,54.72996792,25.26306481
1561028805365,41,54.72986056,25.26306545
1561028810343,41,54.72986056,25.26306545
1561028813771,43,54.72986071,25.26302807
1561028817880,43,54.72986071,25.26302807
1561028825186,123,54.7298906,25.26302808
1561028829254,123,54.7298906,25.26302808
1561028834918,43,54.72986071,25.26302807
1561028841408,43,54.72986071,25.26302807
1561028849772,39,54.72986036,25.26311538
1561028853741,39,54.72986036,25.26311538
1561028859068,119,54.72989027,25.26311539
1561028863275,119,54.72989027,25.26311539
1561028868851,39,54.72986036,25.26311538
1561028872815,39,54.72986036,25.26311538
1561028880420,46,54.72986013,25.2631715
1561028884283,46,54.72986013,25.2631715
1561028888778,134,54.72989005,25.26317214
1561028892673,134,54.72989005,25.26317214
1561028895045,133,54.72989014,25.26314737
1561028898896,133,54.72989014,25.26314737
1561028904933,117,54.72991304,25.26318564
1561028908856,117,54.72991304,25.26318564
1561028914970,129,54.72988983,25.263228
1561028918889,129,54.72988983,25.263228
1561028930982,2,54.72988798,25.26337417
1561028934905,2,54.72988798,25.26337417
1561028938409,19,54.72985761,25.26337292
1561028944392,13,54.72985797,25.26330245
1561028948546,128,54.72988889,25.26330243
1561028957457,1,54.7298875,25.2634122
1561028964490,95,54.72984861,25.26347518
1561028970471,107,54.72983731,25.26341469
1561028980912,1,54.7298875,25.2634122
1561028984716,1,54.7298875,25.2634122
1561028998524,107,54.72983731,25.26341469
1561029002404,107,54.72983731,25.26341469
1561029008277,95,54.72984861,25.26347518
1561029014169,28,54.72983205,25.26350013
1561029023415,27,54.72984033,25.26348766
1561029028372,27,54.72984033,25.26348766
1561029032525,95,54.72984861,25.26347518
1561029036408,95,54.72984861,25.26347518
1561029050997,101,54.72994619,25.2636554
1561029054906,101,54.72994619,25.2636554
1561029069529,95,54.72984861,25.26347518
1561029073494,95,54.72984861,25.26347518
1561029078547,107,54.72983731,25.26341469
1561029082461,107,54.72983731,25.26341469
1561029093678,113,54.72983711,25.26327678
1561029114464,60,54.7298367,25.2629944
1561029129907,89,54.7298363,25.26271179
1561029146087,60,54.7298367,25.2629944
1561029166340,110,54.72983714,25.26330245
1561029179287,107,54.72983731,25.26341469
1561029183356,17,54.72982855,25.26342374
1561029195069,48,54.72981057,25.26341444
1561029202103,59,54.72977047,25.26341407
1561029206019,59,54.72977047,25.26341407
1561029213012,50,54.72982394,25.26341457
1561029216696,50,54.72982394,25.26341457
1561029224670,1,54.7298875,25.2634122
1561029227526,null,54.7298875,25.2634122
1561029238605,129,54.72988983,25.263228
1561029242739,117,54.72991304,25.26318564
1561029248549,133,54.72989014,25.26314737
1561029273180,137,54.72989185,25.26270609
1561029280526,165,54.72986343,25.26270544
1561029285690,164,54.72987764,25.26270576
1561029289900,165,54.72986343,25.26270544
1561029295758,165,54.72986343,25.26270544
