1,54.72988750,25.26341220
2,54.72988798,25.26337417
3,54.72988774,25.26339318
4,54.72988859,25.26332635
5,54.72988828,25.26335026
6,54.72986685,25.26284788
7,54.72985463,25.26284767
8,54.72987908,25.26284810
9,54.72986715,25.26281022
10,54.72985499,25.26281021
11,54.72987930,25.26281023
12,54.72987566,25.26302807
13,54.72985797,25.26330245
14,54.72984756,25.26330245
15,54.72987343,25.26330244
16,54.72987495,25.26341282
17,54.72982855,25.26342374
18,54.72981980,25.26343278
19,54.72985761,25.26337292
20,54.72987280,25.26337354
21,54.72985785,25.26332594
22,54.72985773,25.26334943
23,54.72981992,25.26355334
24,54.72980900,25.26357059
25,54.72984177,25.26351884
26,54.72983084,25.26353609
27,54.72984033,25.26348766
28,54.72983205,25.26350013
29,54.72985833,25.26345944
30,54.72984985,25.26341407
31,54.72986240,25.26341345
32,54.72978920,25.26353630
33,54.72981104,25.26349971
34,54.72980012,25.26351800
35,54.72982196,25.26348142
36,54.72986028,25.26313408
37,54.72986021,25.26315279
38,54.72986046,25.26309041
39,54.72986036,25.26311538
40,54.72986064,25.26304676
41,54.72986056,25.26306545
42,54.72986078,25.26301124
43,54.72986071,25.26302807
44,54.72987531,25.26311538
45,54.72987551,25.26306546
46,54.72986013,25.26317150
47,54.72987509,25.26317182
48,54.72981057,25.26341444
49,54.72979721,25.26341432
50,54.72982394,25.26341457
51,54.72979037,25.26347815
52,54.72978055,25.26349327
53,54.72980999,25.26344790
54,54.72980018,25.26346302
55,54.72986085,25.26299440
56,54.72987579,25.26299441
57,54.72984878,25.26299440
58,54.72978384,25.26341420
59,54.72977047,25.26341407
60,54.72983670,25.26299440
61,54.72983674,25.26302007
62,54.72983663,25.26294301
63,54.72983667,25.26296871
64,54.72983655,25.26289163
65,54.72983659,25.26291732
66,54.72983648,25.26284025
67,54.72983652,25.26286594
68,54.72983700,25.26319977
69,54.72983703,25.26322544
70,54.72983692,25.26314843
71,54.72983696,25.26317410
72,54.72983685,25.26309708
73,54.72983689,25.26312275
74,54.72983678,25.26304574
75,54.72983681,25.26307141
76,54.72996929,25.26272226
77,54.72996938,25.26269782
78,54.72996908,25.26277321
79,54.72996919,25.26274671
80,54.72996887,25.26282623
81,54.72996898,25.26279972
82,54.72996866,25.26287925
83,54.72996876,25.26285274
84,54.72983641,25.26278887
85,54.72983644,25.26281456
86,54.72983633,25.26273748
87,54.72983637,25.26276317
88,54.72998515,25.26274671
89,54.72983630,25.26271179
90,54.72997717,25.26274671
91,54.72988764,25.26354727
92,54.72989740,25.26356529
93,54.72986813,25.26351123
94,54.72987788,25.26352925
95,54.72984861,25.26347518
96,54.72985837,25.26349321
97,54.72984107,25.26343486
98,54.72984484,25.26345502
99,54.72987778,25.26342795
100,54.72986805,25.26344369
101,54.72994619,25.26365540
102,54.72992667,25.26361936
103,54.72993643,25.26363738
104,54.72990716,25.26358331
105,54.72991692,25.26360134
106,54.72983727,25.26339224
107,54.72983731,25.26341469
108,54.72983721,25.26334735
109,54.72983724,25.26336980
110,54.72983714,25.26330245
111,54.72983718,25.26332490
112,54.72983707,25.26325111
113,54.72983711,25.26327678
114,54.72990541,25.26317289
115,54.72989777,25.26316013
116,54.72990530,25.26319976
117,54.72991304,25.26318564
118,54.72989757,25.26321388
119,54.72989027,25.26311539
120,54.72989021,25.26313138
121,54.72989046,25.26306546
122,54.72989036,25.26309043
123,54.72989060,25.26302808
124,54.72989053,25.26304677
125,54.72989073,25.26299441
126,54.72989067,25.26301124
127,54.72988920,25.26327762
128,54.72988889,25.26330243
129,54.72988983,25.26322800
130,54.72988952,25.26325281
131,54.72988998,25.26319076
132,54.72988990,25.26320938
133,54.72989014,25.26314737
134,54.72989005,25.26317214
135,54.72989165,25.26275816
136,54.72989155,25.26278420
137,54.72989185,25.26270609
138,54.72989175,25.26273212
139,54.72989200,25.26266808
140,54.72989192,25.26268708
141,54.72989207,25.26264908
142,54.72989092,25.26294613
143,54.72989083,25.26297027
144,54.72989111,25.26289786
145,54.72989101,25.26292200
146,54.72989130,25.26284831
147,54.72989120,25.26287372
148,54.72989145,25.26281024
149,54.72989137,25.26282927
150,54.72992144,25.26306520
151,54.72993693,25.26306507
152,54.72990595,25.26306533
153,54.72986755,25.26287371
154,54.72985573,25.26287370
155,54.72987938,25.26287371
156,54.72996845,25.26293227
157,54.72996855,25.26290576
158,54.72996823,25.26298529
159,54.72996834,25.26295878
160,54.72996802,25.26303830
161,54.72996813,25.26301180
162,54.72995243,25.26306494
163,54.72996792,25.26306481
164,54.72987764,25.26270576
165,54.72986343,25.26270544
